Column1,frequency,Combo,result
4868,4,experience training,2
6496,1,experience transformation,
341,3,experience travel,
4067,1,experience type,
6719,1,experience unprecedented,
1714,4,experience using,
5535,1,experience valid,
114,3,experience various,
3380,1,experience vault,
3263,1,experience very,
3751,1,experience web,1
6017,1,experience welder,
7371,2,experience welding,1
934,1,experience wfm,
714,14,experience what,2
4024,1,experience when,
2251,6,experience whether,2
3925,1,experience while,
5923,1,experience wi,
96,1,experience will,
4349,2,experience willing,
457,25,experience within,2
1979,10,experience work,
1136,21,experience working,2
5283,1,experience writing,
5810,1,experience yet,
6864,1,experience you…,
6953,2,experience youll,
3191,2,experienced account,
5911,1,experienced agile,
2058,2,experienced air,
3417,2,experienced allround,
3607,1,experienced application,
838,1,experienced assistant,
3848,2,experienced basis,
2669,3,experienced calculator,
6703,2,experienced candidates,
4198,1,experienced caregiver,1
894,2,experienced carer,1
7110,1,experienced carpenters,1
6673,1,experienced central,
5938,1,experienced cloud,2
3139,2,experienced colleague,
364,9,experienced colleagues,
2754,2,experienced commercial,2
1564,4,experienced commissioner,1
3953,2,experienced contractor,1
2711,2,experienced cooperative,2
4394,1,experienced craftsman,1
2196,1,experienced craftsmen,1
390,1,experienced crm,
771,1,experienced cross,
6548,1,experienced customer,
1842,2,experienced customs,
1843,2,experienced declarants,1
3129,3,experienced dental,1
1636,1,experienced dentist,1
4896,2,experienced developer,1
2468,2,experienced developers,1
6162,1,experienced discussion,
6564,2,experienced doctor,
2574,1,experienced electrician,1
4440,1,experienced engineers,
3033,1,experienced enterprising,
6050,1,experienced excavator,
650,1,experienced expert,1
7305,2,experienced f,
4858,1,experienced field,
6211,1,experienced first,
3569,1,experienced glazier,
5688,3,experienced gym,
6672,1,experienced heating,
851,1,experienced installation,1
3536,1,experienced internship,
911,2,experienced it,
1662,1,experienced marketer,1
1498,7,experienced mechanic,1
123,2,experienced nurse,1
821,1,experienced paralegal,1
5726,1,experienced part,
1917,1,experienced people,
5108,1,experienced physiotherapist,1
307,2,experienced plumber,1
4100,3,experienced prevention,
4185,3,experienced professional,
3246,1,experienced professionals,
5584,1,experienced province,
6486,2,experienced psychologists,1
6061,2,experienced roofer,1
5812,1,experienced roofers,1
5054,1,experienced salesforce,1
7030,1,experienced salesman,1
2896,1,experienced sea,
3779,1,experienced security,
95,6,experienced service,
5680,1,experienced shifts,
770,1,experienced software,
1002,1,experienced solutions,
5893,1,experienced specialist,1
4441,2,experienced specialists,1
1855,2,experienced sprinkler,
3985,1,experienced stek,
4501,1,experienced takes,
174,3,experienced team,
4774,4,experienced technical,
592,8,experienced technician,1
5779,1,experienced therapist,1
1814,1,experienced trainers,1
1844,5,experienced type,
4061,3,experienced user,
6434,1,experienced ventilation,
4722,1,experienced w,
299,1,experienced watch,
3615,1,experienced window,
3296,1,experienced within,
5081,1,experiential learning,
1148,1,experiential pr,
3034,8,expert advice,2
2172,1,expert answering,
5089,1,expert asbestos,
4561,1,expert at,2
2519,2,expert bmi,
3376,1,expert but,
6631,1,expert calculator,
2607,1,expert coaching,
912,3,expert colleagues,
5265,1,expert documents,
5340,1,expert enthusiastic,1
3336,1,expert helpdesk,
5740,1,expert it,
3938,1,expert level,
7160,2,expert marketing,1
2606,1,expert medical,1
4199,2,expert misunderstood,
651,1,expert nurses,1
5341,1,expert passionate,
2043,2,expert services,
4614,1,expert sessions,
6141,1,expert support,
6891,1,expert then,
7159,2,expert vr,
978,1,expert what,
3915,1,expert working,
3598,1,facilitate access,
2344,1,facilitate customer,1
6918,1,facilitate employee,
3665,1,facilitate fixed,
3293,1,facilitate knowledge,
3165,1,facilitate meetings,
3638,1,facilitate not,
5594,1,facilitate smart,
3508,1,facilitate solutions,
3664,1,facilitate their,
3639,1,facilitate various,
6660,1,facilitates various,
5918,1,familiarity building,
5736,1,farming ecology,
1105,4,feeding 9,
4152,1,feeding back,
2703,1,film ceramic,
2704,1,film develop,
5746,1,film odmh,
4455,1,finalizing measuring,
1604,4,finalizing sanitary,
3428,2,financial accountant,
1259,1,financial accounting,
2678,6,financial administration,1
5414,1,financial advice,
5413,3,financial advisor,
5415,1,financial advisory,
3469,2,financial analysis,1
1204,4,financial analyzes,
6949,1,financial aspect,
4963,1,financial background,1
1552,1,financial calculations,1
5791,1,financial career,
1645,1,financial commercial,
5241,2,financial contribution,
1257,4,financial control,
4063,5,financial controller,1
3429,1,financial corporate,
3730,3,financial crime,
1477,2,financial data,2
3299,1,financial documents,
4962,1,financial economic,
4961,1,financial economical,
4822,2,financial education,1
5789,1,financial engineer,1
1646,2,financial feasibility,
3731,1,financial future,
2609,1,financial goals,
3014,1,financial insight,1
5227,1,financial it,
3732,1,financial legal,
5215,1,financial matters,
322,1,financial modules,
7443,2,financial monitoring,1
5820,1,financial objectives,
5790,1,financial planning,1
4783,1,financial plaza,
1478,1,financial procedures,
1255,2,financial process,
1254,8,financial processes,2
3298,1,financial professionals,
3430,2,financial reporting,1
6834,2,financial reports,1
1553,1,financial results,
3841,1,financial rock,
2608,1,financial security,
1256,12,financial services,
1948,3,financial settlement,
3470,1,financial statements,
949,1,financial success,
6835,1,financial systems,
5788,1,financial talent,
5498,1,financial times,
1258,4,financial transactions,
6452,1,financial utilization,
5226,1,financial will,
4517,1,fitter climate,
6345,2,fitter construction,1
5022,1,fitter im,
4092,1,fitter installation,1
2917,1,fitter mainly,
1792,1,fitter welder,1
2060,3,fitter what,
5246,2,fitter willing,
2984,2,fitter window,
3749,1,fitter working,
6946,1,flawless preparation,
5614,2,follows after,
461,1,follows assembling,2
593,2,follows assisting,2
329,1,follows but,
6407,1,follows employment,
2845,1,follows essential,
4387,2,follows first,
3187,1,follows market,
6236,1,follows plumbing,
328,2,follows sometimes,
3366,1,follows under,
6969,1,forecasting but,2
6980,1,forecasting team,
5618,1,forensic title,1
6534,1,foresee organization,2
4761,1,freelancer at,
7106,1,french before,
7107,1,french dutch,1
147,2,french fries,2
6428,1,french german,1
4566,1,french la,
3185,11,french language,1
7299,2,french market,2
3420,1,french motor,
4183,1,frictionless payment,
3410,1,friendliness but,2
2410,1,friendliness goes,2
3409,1,friendliness if,2
786,1,fundamental changes,
1289,2,fundamental it,
5310,1,fundamental knowledge,
6756,1,fundamental machine,
2628,1,fundamental needs,
5434,1,generous amount,
6265,1,generous budget,
7096,1,generous daily,
5764,1,generous dose,
5670,5,generous expense,
6124,1,generous heart,
1770,9,generous holiday,
1036,5,generous leave,
5721,2,generous overtime,
1769,5,generous pension,
4091,1,generous regulation,
4174,1,generous relocation,
639,3,generous scheme,
6419,1,generous secondary,
2618,1,generous time,
5458,3,generous training,
2022,2,gracefully simultaneously,
5804,1,grading depends,
5071,2,graduate associate,
5074,1,graduate cohort,
5031,1,graduate degree,
5075,1,graduate enablement,
354,1,graduate immediately,
5072,1,graduate program,
3666,1,graduate successfully,
5073,1,graduate talent,
842,1,guiding administrations,1
7053,1,guiding all,
1647,1,guiding change,
4343,2,guiding children,1
3895,4,guiding clients,1
3193,1,guiding co,
3657,1,guiding coaching,1
6805,2,guiding colleagues,1
847,1,guiding contractors,1
5269,1,guiding customer,1
7347,3,guiding developing,2
3022,1,guiding employees,1
4733,1,guiding external,
2204,1,guiding family,
3552,1,guiding less,
7431,2,guiding mechanics,1
1312,1,guiding other,
5026,1,guiding practitioners,1
3969,1,guiding project,
2546,1,guiding projects,
181,1,guiding restructuring,1
843,1,guiding starters,1
3096,2,guiding students,1
4504,1,guiding young,
272,1,hair during,
4259,1,hair products,
7098,9,hair transplant,2
7099,3,hair transplants,2
4831,1,happy at,
3221,2,happy by,
1411,1,happy customers,
3413,1,happy dmg,
4450,1,happy employees,
6859,1,happy every,
6284,1,happy faces,
1089,2,happy good,
4111,1,happy guy,
1615,1,happy has,
3356,1,happy healthcare,
7034,1,happy healthy,
1393,1,happy meal,
6199,1,happy person,
2123,3,happy that,
6591,1,happy then,
6860,1,happy today,
3408,1,happy together,
6680,1,happy what,
258,2,happy when,
5474,1,hardware 5,
4330,1,hardware at,
6807,1,hardware available,
7134,4,hardware cloud,2
5471,1,hardware components,
5470,2,hardware engineer,1
5473,1,hardware experience,1
870,1,hardware infrastructure,
58,1,hardware knowledge,1
5472,1,hardware must,
7135,4,hardware software,2
2388,2,hardware virtualization,
4745,1,hardware what,
3760,1,hardware within,
5862,1,hardworking family,
4952,1,hardworking fun,
1010,1,hardworking people,
5865,1,hardworking team,
4990,1,help agrifirm,
137,20,help build,2
6626,3,help but,
739,1,help carry,
192,8,help clients,2
7369,2,help colleagues,
7154,2,help companies,
2839,1,help coordinate,
2602,1,help create,
1399,7,help customers,
2603,1,help define,
867,1,help desk,
6424,6,help develop,
1139,2,help drive,
2832,7,help each,2
173,3,help entrepreneurs,
2340,1,help establish,
1643,1,help existing,
5738,1,help external,
4596,1,help field,
4052,1,help here,
4895,1,help i,
5337,1,help if,
2604,2,help improve,
4167,1,help internal,
765,1,help interns,
1884,1,help keep,
766,1,help lead,
3407,2,help make,
4431,1,help me,
1248,4,help millions,
946,2,help organizations,2
4051,3,help out,
4597,1,help partners,
1059,1,help pay,
925,10,help people,2
4595,1,help position,
4541,2,help prepare,
2341,1,help promote,
3651,1,help recruitment,
6723,1,help redesign,
6159,1,help residents,
7155,2,help set,
2363,4,help shape,2
4122,1,help steer,
5293,1,help system,
4779,1,help take,
6649,3,help teams,
1631,2,help technicians,2
1543,13,help them,2
4106,1,help they,
5909,1,help transform,
4594,1,help up,
1524,1,help various,
52,1,help via,
676,2,help when,
2492,1,help which,
1523,1,help why,
4050,1,help working,
4790,1,help write,
6779,1,help young,
3820,1,helpful colleagues,
7138,4,helpful doer,2
7136,4,helpful friendly,2
7137,4,helpful helpful,2
693,1,helpful involved,
1388,1,helpful person,
2728,1,helpful system,
3898,1,helpful tactful,1
1176,1,helpful towards,
6429,1,helpfulness completed,
5773,1,helpfulness curiosity,
7222,3,holistic legal,2
1146,1,holistic skill,1
2622,1,honest by,
1850,2,honest collaborate,
7432,2,honest communication,1
6606,1,honest due,
691,1,honest feedback,
2714,1,honest good,
1370,1,honest proactive,1
6868,1,honest sales,
5163,2,honest warm,
1192,1,hospitable attitude,1
1132,5,hospitable can,
1193,1,hospitable experience,1
933,1,hospitable personal,
3038,1,hospitable service,1
5439,1,hospitality catering,1
5417,1,hospitality customers,
2128,9,hospitality industry,2
6708,1,hospitality sector,
1754,1,hospitality security,
1713,10,hourly pay,
3145,2,hourly rate,
6826,1,hourly rates,
16,11,hourly wage,
7311,2,hourly wages,
4341,2,hr about,
1380,1,hr admin,
1218,3,hr administration,
1378,6,hr advisor,
3431,1,hr business,
1220,3,hr colleagues,
6321,1,hr corporate,
628,14,hr department,
4237,1,hr domain,
1798,3,hr employee,
4064,2,hr employees,
1367,1,hr field,
1480,1,hr finance,1
1382,1,hr function,
1376,2,hr issues,
1799,1,hr knowledge,1
1223,1,hr legislation,1
1379,5,hr manager,1
6392,1,hr matters,1
1217,7,hr officer,1
1377,1,hr process,1
685,2,hr processes,1
1381,1,hr project,1
7094,1,hr quality,1
1764,1,hr recruitment,1
1224,1,hr related,
6033,1,hr service,
1219,4,hr services,2
1221,4,hr team,1
7041,1,hr type,
1222,1,hr up,
5728,1,hr which,
658,1,humour no,
2108,1,humour nurse,
4898,1,hyper efficiently,
2408,1,hyper v,
3742,2,identification process,2
3075,2,identification sessions,2
6148,1,identification solution,2
2617,10,inclusive benefits,
247,1,inclusive city,
652,11,inclusive culture,
400,2,inclusive isnt,
6405,2,inclusive organization,
2616,10,inclusive programs,
2645,1,inclusive team,
4619,1,inclusive working,
6972,2,incorporate everyone,2
6380,1,indispensable but,
10,10,indispensable link,
6459,1,indispensable role,
3260,1,influencing skills,
5884,1,informatics business,1
5478,1,informatics electronics,1
5885,1,informatics ict,1
7402,2,informational communication,1
5664,1,informative role,
4899,1,informs members,2
1345,1,ingenious pleasures,
631,3,initiating improvement,
3572,1,initiating work,1
6078,1,initiative ·,
4129,1,initiative area,
3754,1,initiative at,2
5424,1,initiative by,2
3825,7,initiative care,1
5543,1,initiative collaborate,1
868,1,initiative customer,
7228,3,initiative easy,
